Date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_return,AAPL_sma_20,AAPL_ema_20,AAPL_volatility,AAPL_rsi,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,BTC-USD_return,BTC-USD_sma_20,BTC-USD_ema_20,BTC-USD_volatility,BTC-USD_rsi,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_Volume,ETH-USD_return,ETH-USD_sma_20,ETH-USD_ema_20,ETH-USD_volatility,ETH-USD_rsi,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,TSLA_return,TSLA_sma_20,TSLA_ema_20,TSLA_volatility,TSLA_rsi,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,SPY_return,SPY_sma_20,SPY_ema_20,SPY_volatility,SPY_rsi
2018-01-31,39.11747478744508,39.485514121767004,39.030740952174725,39.248748779296875,129915600.0,0.07758709751148238,-1.3899583948193495,-1.396360603355696,-0.9816170240026076,-2.0653360592903427,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192,0.2858120960780366,-0.7395576602121826,-0.7423035260581893,2.1427364676604452,-1.2211552625045965,1071.0899658203125,1128.6600341796875,1034.5,1118.31005859375,3757560064,0.9534734028053014,-0.3089231427516693,-0.3364320730943287,2.1358254830572045,0.1082994107849327,23.167333602905273,23.746000289916992,23.012666702270508,23.62066650390625,93211500.0,0.5478580781726647,-1.2277712540695511,-1.2306302708410584,-1.308786624601474,0.9586689248000126,250.96006168636444,251.46599105005427,249.14040087328613,250.2233123779297,108364800.0,-0.005487844744463045,-1.2144384279328462,-1.210861479523503,-0.7162290543486334,0.7761573917152692
2018-02-01,39.18779964315865,39.527706268230695,39.09168705393994,39.33079528808594,188923200.0,0.043196016461282384,-1.3908549053941295,-1.3982793090586068,-0.9781352061446085,-1.9233606863041595,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448,-2.9877998384945452,-0.7506566335002584,-0.753960550009623,2.269012757692926,-1.5677643791245264,1119.3699951171875,1161.3499755859375,984.8189697265625,1036.7900390625,5261680128,-1.6632683061548537,-0.31860531011274784,-0.34102383387409474,2.018645943136006,-0.2599770726808039,23.399999618530273,23.977333068847656,23.242000579833984,23.28333282470703,62965500.0,-0.4157979318731125,-1.226798537473899,-1.2301413226951876,-1.2950607405076182,0.5257135981119097,249.48652021130226,251.25289771829824,249.14033102378835,249.93919372558594,90102500.0,-0.1380777341875247,-1.20930162635644,-1.2088511872702612,-0.7202415891916905,0.6489501379134431
2018-02-02,38.91354902511074,39.10108491652529,37.53047853270893,37.624244689941406,346375200.0,-2.3109822813706855,-1.3933792189990863,-1.4028104647572315,-0.5217145779450567,-2.8025336720318665,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712,-1.1026323043249764,-0.7634155648852871,-0.7660048249616658,2.211187461080883,-1.667006401405467,1035.77001953125,1035.77001953125,757.97998046875,915.7849731445312,6713290240,-2.643696472073776,-0.33828971823918885,-0.3546504679007595,1.9965196053947485,-0.7236863288502549,23.229333877563477,23.463333129882812,22.700666427612305,22.916667938232422,55572000.0,-0.45219498582572476,-1.2259130607328883,-1.2300180958708018,-1.2708729842681077,0.10833789102997396,248.60780349238064,248.7409698799786,244.4625798087836,244.4980926513672,173174800.0,-1.8142016542752366,-1.2075261363470462,-1.2124366217714153,-0.40610589635884803,-1.099080404527873
2018-02-05,37.296052906008704,38.416575096607,36.56935279783622,36.68421936035156,290954000.0,-1.358281612853966,-1.3971082781098587,-1.4084497628818868,-0.48317126959491347,-3.07502736967753,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,9285289984,-4.619825660182966,-0.7972776512048443,-0.804913303536114,2.3818882176241143,-2.017208213360998,834.9580078125,856.64599609375,644.5989990234375,697.9509887695312,4269530112,-3.697637856995709,-0.38807985656828836,-0.4079314773082108,2.197407225133326,-1.3116339806155568,22.531333923339844,22.96466636657715,22.200000762939453,22.208667755126953,66961500.0,-0.8280768584542731,-1.2254099833399743,-1.2305228670511887,-1.1614419735864376,-0.5472588556975573,242.72286831178914,244.853178703015,233.72227101677458,234.27259826660156,294681800.0,-3.4430862226064973,-1.2119139371040708,-1.2258368644992557,0.2503688051127673,-2.5659804088380582
2018-02-06,36.29507040528465,38.37905380601022,36.10050233360357,38.21730422973633,272975200.0,2.0982304181500795,-1.3993888395838074,-1.411040923144966,-0.04120869078360678,-1.5155091252568977,7051.75,7850.7001953125,6048.259765625,7754.0,13999800320,3.253586592994777,-0.8052028190250032,-0.8168501378642345,2.8620339817914497,-1.51106440555132,707.7369995117188,796.4390258789062,574.4190063476562,793.1220092773438,6518269952,3.019043663603845,-0.3971361528770711,-0.4247879175952107,2.579579351001973,-0.8682369528961785,21.680667877197266,22.4146671295166,21.566667556762695,22.264667510986328,76326000.0,0.0011852390206797685,-1.2254841528271123,-1.2309308211146985,-1.543431880703446,-0.4919080174806573,230.7309835294963,239.39427748706163,229.63032890282412,238.88832092285156,355026800.0,1.5545830131509333,-1.2141286220864211,-1.2333764147294917,0.38400482660926866,-1.543323641654033
2018-02-07,38.23138068893653,38.304049981605374,37.28901920878408,37.399192810058594,206434400.0,-1.1730881608351578,-1.4023684635875309,-1.4147253027502964,0.013569958059743504,-1.854718228092151,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,9169280000,-0.530793857545347,-0.8140948107646097,-0.8282349363143883,2.816174608924624,-1.5473959656273406,790.427978515625,851.2000122070312,723.4329833984375,757.0679931640625,3896179968,-1.0493222089415648,-0.40857128112082547,-0.44286126335905457,2.583286754410515,-0.9720929805825327,22.599332809448242,23.066667556762695,22.37733268737793,23.0,104538000.0,0.7582139943818256,-1.2251403584170357,-1.2306598695303297,-1.4347617962760089,0.153343224364007,238.32906845060393,241.75531319202244,237.51243551505837,237.59234619140625,167376100.0,-0.48651991638574366,-1.2173050659285123,-1.2414851148563624,0.38671632743201645,-1.6955896848616627
2018-02-08,37.57500347364013,37.74144246457728,36.3419613615672,36.37009048461914,217562000.0,-1.4893520753689624,-1.4062244556919192,-1.4197443706219048,0.09987842772531473,-2.2023061233798815,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,9346750464,2.3845818428125343,-0.8218058724367971,-0.8356961027951987,3.0516184249813567,-1.1555522055571892,755.843017578125,845.0859985351562,755.843017578125,817.8070068359375,3708189952,1.763097876837903,-0.4176343341043067,-0.45445873467017567,2.7164941315072744,-0.6949832324545785,22.887332916259766,23.2413330078125,20.97333335876465,21.01533317565918,154719000.0,-2.202781277412126,-1.2257352353782667,-1.2321422294433175,-0.8006140065173502,-1.1424945791546213,237.89419442595292,238.03621875682026,228.64505965495596,228.68057250976562,246449500.0,-3.092682096331994,-1.2249293911472883,-1.2576730078584701,0.7318326976383167,-2.497235291333747
2018-02-09,36.97028950150967,37.1632948025491,35.36268058054797,36.81494140625,282690400.0,0.5681127076641023,-1.4098975755064966,-1.4235568042800895,0.13252793567084348,-1.8544092621515442,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,6784820224,1.595663999349603,-0.8314099874979372,-0.8403692786907165,2.778018258131075,-0.8878554910350706,818.47998046875,884.0040283203125,788.833984375,883.864990234375,2495820032,1.7752989108745612,-0.42874481200283254,-0.4597807166037889,2.6083251946041983,-0.4100471322770139,21.32866668701172,21.398666381835938,19.650667190551758,20.69466781616211,194005500.0,-0.4400519562393721,-1.2265720754633016,-1.2337625278461704,-0.801889265907445,-1.2870551119417304,231.49424779873846,233.98848975268876,224.49972189360977,232.1156005859375,283565300.0,1.1743213264689858,-1.231689132483962,-1.2689074203382837,0.7859472338323314,-1.8926440670279066
2018-02-12,37.306884493194126,38.575553796967,37.073862281325994,38.297813415527344,243278000.0,2.0199485501171557,-1.412660953134066,-1.4245773315375303,0.4208600610669945,-0.8932903003513455,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,6256439808,2.770186605185345,-0.8492268712972375,-0.8538838743440184,2.8844131179508925,-0.6507230608943434,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,2243450112,1.4523752033865551,-0.44902929183285906,-0.48048461079943633,2.592223642207421,-0.40435686478324134,21.075332641601562,21.205333709716797,20.416667938232422,21.048667907714844,93417000.0,0.36311383906532213,-1.2271949177407517,-1.23492038105705,-0.772360493210582,-1.0058150367715673,234.18382234044225,237.00651128580282,232.2576770264992,235.52415466308594,143736000.0,1.1469996332711143,-1.2375056979068888,-1.275686407142499,0.8380252866172244,-1.3625000980784343
2018-02-13,38.11893121448457,38.77798108013177,38.04831808753436,38.68147659301758,130196800.0,0.45354387923008865,-1.414913287605715,-1.4248722582632272,0.44782972242536234,-0.6842509993177396,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872,-1.0946333695186332,-0.8555979510754883,-0.8574359997035793,2.8279596050205362,-0.784155092333446,869.2930297851562,870.708984375,828.8369750976562,845.2579956054688,2081170048,-0.6361357643109841,-0.4577740861903883,-0.4863500638069539,2.4946372198241105,-0.4953569385606457,21.001333236694336,21.612667083740234,20.833999633789062,21.577333450317383,68403000.0,0.5619040424175593,-1.2276934354199907,-1.2355077980391094,-0.7327245179005498,-0.6175400866158356,234.30807929928415,236.66029726787423,233.72223928078128,236.10997009277344,81223600.0,0.15619860373267203,-1.2425778327388106,-1.2812379261012883,0.8425398845670689,-1.274975067411538
2018-02-14,38.3754843889693,39.434670397688606,38.33782717155725,39.394657135009766,162579600.0,0.8893544736218584,-1.417138955592265,-1.423970968019234,0.4596471374872425,-0.32059934881277957,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904,2.949741558805011,-0.8596700712726446,-0.856699772662144,3.145165854498738,-0.30920902972040376,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,2818370048,2.0407580922136046,-0.4631993560148721,-0.485527405111331,2.6570580162905277,-0.13356805856602819,21.389333724975586,21.744667053222656,21.23466682434082,21.487333297729492,59260500.0,-0.16489951050182086,-1.2284488103020725,-1.2361176090639132,-0.7715108842797817,-0.6686249418011527,234.60990656659095,239.6605325492349,234.60102158229324,239.29660034179688,120735700.0,1.0504701160413148,-1.2472107010637663,-1.2830956689681956,0.8679663648913176,-0.816225707588692
2018-02-15,39.964262648464526,40.74099975851867,39.77831824404765,40.717464447021484,204588800.0,1.6730994674406807,-1.4182600200024125,-1.4209888697398634,0.6429252095282635,0.24384304066783485,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288,1.9892165330583629,-0.8619890588010655,-0.8530731914908508,3.2774103301040087,0.002311615375684259,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,2900100096,0.29288901978964316,-0.46803999225006515,-0.48373297588909137,2.6618496011620354,-0.07363850522116931,21.633333206176758,22.274667739868164,21.49333381652832,22.271333694458008,88693500.0,0.844072084068342,-1.228767982432239,-1.2359869281320786,-0.670202479686701,-0.13938948522115385,241.05417805229456,242.35899790145197,238.5687927218945,242.35011291503906,111200300.0,0.9906835294233544,-1.2500356903695236,-1.2817436405468414,0.9150890808634994,-0.42198325657701075
2018-02-16,40.569173225750966,41.14819642230458,40.43030304966786,40.58564758300781,160704400.0,-0.2325847863571503,-1.4193332132525627,-1.4185066855658144,0.6420504422048758,0.17198365606599902,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744,0.15045067327332637,-0.8647736893447182,-0.849494528676638,3.262906047899708,0.03292325991903575,934.7860107421875,950.0050048828125,917.8480224609375,944.2100219726562,2369449984,0.14062407907136998,-0.47470992004443996,-0.4815431720256141,2.617967362095824,-0.03970341286565153,22.166667938232422,22.874666213989258,22.109333038330078,22.365999221801758,84639000.0,0.04409324521281204,-1.229209657188435,-1.2357862936202604,-0.6880774346283413,-0.08041838334560157,241.719826356865,244.38272096455808,241.67542852705128,242.42103576660156,160420100.0,-0.02207230928062763,-1.25341093517192,-1.280449933961114,0.9080719003493358,-0.412978490810623
2018-02-20,40.496201399832955,41.01637726422879,40.347914249791,40.449127197265625,135722000.0,-0.2391279047355265,-1.4202295926914437,-1.4164845085960844,0.635807188050284,0.09445016805488177,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,9926540288,0.41583215874836404,-0.8627352868686372,-0.8251552792647152,3.2413454322406023,0.46518129806438285,943.5670166015625,965.2650146484375,892.9539794921875,895.3709716796875,2545260032,-1.1817848627907108,-0.5107723551588622,-0.4780939822954201,2.209692718493748,-0.3032316753931213,22.29800033569336,22.722667694091797,22.100000381469727,22.31800079345703,60141000.0,-0.11464642787568591,-1.2297200285578116,-1.2356465462608615,-0.6907604381952542,-0.11410315228818288,241.46236457249515,242.91809304627475,240.10428963701062,240.9031524658203,86369700.0,-0.5544550330672207,-1.2586310341281441,-1.2807870462997528,0.8911760959647572,-0.6193309793164574
2018-02-21,40.679803000841424,40.98343473257969,40.25141939484181,40.26554489135742,149886400.0,-0.2999407924683926,-1.4212918033100368,-1.4149556120194875,0.6371577024507996,-0.013217414336027444,11372.2001953125,11418.5,10479.099609375,10690.400390625,9405339648,-1.833900991241882,-0.8592282846793687,-0.8222236844373025,3.061954429282039,0.0796613771216112,894.135009765625,912.375,830.56298828125,849.9710083007812,2531729920,-1.1667271700814108,-0.5184235280979758,-0.48381818318729725,2.1651846738994593,-0.5258022592924377,22.402000427246094,22.645999908447266,22.211332321166992,22.219999313354492,48294000.0,-0.17036131854839645,-1.230312473903663,-1.235605411258464,-0.6927030457363483,-0.186099252460922,241.3470034809618,243.85013085415943,239.60725329651905,239.7048797607422,98883700.0,-0.44989006981427504,-1.2647527397904395,-1.282282214317957,0.8889574714263127,-0.7802217998648145
2018-02-22,40.437365538703844,40.94341959897024,40.41618268219754,40.60212707519531,123967600.0,0.36767840540428764,-1.4214966244709741,-1.4130210318205423,0.615781032692901,0.14668803078139925,10660.400390625,11039.099609375,9939.08984375,10005.0,8040079872,-1.878750081322169,-0.8565187611915596,-0.8225918265627605,3.1417482329178994,-0.2510990879277574,849.2620239257812,875.926025390625,802.6680297851562,812.844970703125,2150370048,-1.0095110956061752,-0.5226394356413381,-0.4919034198517276,1.9569549857486603,-0.6996543674671292,22.368667602539062,23.16266632080078,22.316667556762695,23.077999114990234,104547000.0,0.8968617995899921,-1.2303039632498343,-1.2348213681166313,-0.6113367793618812,0.3704203706673267,240.636962775565,242.36782836263103,239.34102805952472,240.01560974121094,110511300.0,0.05945489795109579,-1.2706617192052685,-1.2833263587277746,0.8910963611871652,-0.7317368220792926
2018-02-23,40.8775143935166,41.343555187579625,40.84691454020615,41.308250427246094,135249600.0,0.8352119652403108,-1.4204680534889196,-1.4101141277180615,0.6052004979817036,0.45909621524017724,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,7739500032,0.8088187151044285,-0.8539201350259517,-0.8216200060919376,3.130170323300296,-0.10868297263991485,811.5850219726562,886.3179931640625,794.791015625,864.1890258789062,2334820096,1.3812824716817986,-0.5267279712426854,-0.4951994606979753,1.981663196684673,-0.38314105094401707,23.18866729736328,23.666000366210938,23.139999389648438,23.469999313354492,87261000.0,0.36013646321127696,-1.2298659367863845,-1.233770788392121,-0.6375515934529442,0.5859677033362245,241.24934849346084,243.84121704101562,240.77001994734994,243.84121704101562,92766400.0,1.2488840580279235,-1.2746334066296978,-1.2804713489867872,0.963452346410893,-0.1735494341692448
2018-02-26,41.5083083101951,42.22384544778756,41.475356012901976,42.1249885559082,152648800.0,0.9584334675022209,-1.41881814094614,-1.406146324448366,0.6488929348274972,0.7748729778097387,9669.4296875,10475.0,9501.73046875,10366.7001953125,7287690240,2.043118484183632,-0.8380951306378693,-0.8232342931353328,1.9164868166446218,-0.04728199792225238,845.2780151367188,880.3920288085938,842.3189697265625,869.3150024414062,2044480000,0.6169239447214081,-0.517353986238336,-0.5058091174856654,0.5338025525701245,-0.31046256531165184,23.566667556762695,23.933332443237305,23.49066734313965,23.827999114990234,65100000.0,0.3171453670724739,-1.2294230470921754,-1.2325086513674783,-0.6378518894911996,0.7703574498202684,244.9241856752004,246.77047460878174,244.32948766105906,246.67282104492188,86491400.0,0.8974412780585107,-1.2786466871064732,-1.275075808013073,0.9636594131522841,0.1821744241954581
2018-02-27,42.15560483965056,42.480419442055016,41.93435207517368,41.988487243652344,155712400.0,-0.23274181829870352,-1.416570353611795,-1.4027799846751698,0.5748555357120744,0.680466379881235,10393.900390625,10878.5,10246.099609375,10725.599609375,6966179840,0.9529428271469615,-0.8309321131935414,-0.8203305275445579,1.8878221910859656,0.12537404276991923,870.364990234375,896.2589721679688,867.0969848632812,878.2650146484375,2053980032,0.19824040740460389,-0.5123903625255829,-0.5066789485660999,0.452126538315193,-0.24928683249910952,23.75,23.999332427978516,23.333999633789062,23.39933204650879,71961000.0,-0.5078355689132166,-1.2293786675024674,-1.2317398410422642,-0.6339212061927676,0.41444375365344105,246.85920536980512,247.57821186990702,243.53058694941092,243.5927276611328,99099200.0,-1.0601296156999387,-1.2833858708658221,-1.2732533723661212,0.9851931109482366,-0.29197627705728246
2018-02-28,42.19326520208064,42.51337492084651,41.908463841370924,41.9249382019043,151128400.0,-0.14335256493825033,-1.4141777365119925,-1.3998383365832068,0.5657064362640986,0.6344347332905648,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,6936189952,-0.9162309005726111,-0.8260119126314286,-0.8191474709598692,1.8069299022148562,-0.05473110018459228,877.9340209960938,890.1079711914062,855.1240234375,855.198974609375,1963980032,-0.6198061563013606,-0.5108589745786386,-0.5092715305230441,0.3140683721354964,-0.3963227959399182,23.504667282104492,23.682666778564453,22.814666748046875,22.87066650390625,91045500.0,-0.6220680947157158,-1.2294625643208006,-1.2315044152424732,-0.6074359407373483,0.01848859135921683,244.70227638444607,245.1549771750091,240.80558769229182,241.1251220703125,121907800.0,-0.8687099910137828,-1.2880603481395705,-1.27405540442749,0.9847000869650833,-0.6345750191805103
2018-03-01,42.023787871542986,42.31565372661089,40.63978739020082,41.1905632019043,195208000.0,-0.9717096752535744,-1.412508917450948,-1.398379688871362,0.6265603408592038,0.12501378171475852,10385.0,11052.2998046875,10352.7001953125,10951.0,7317279744,1.4856161034684732,-0.8209031726506834,-0.8156395942670743,1.7965078774871974,0.2169682214746938,856.0120239257812,880.302001953125,851.9199829101562,872.2000122070312,1868519936,0.41269796976769363,-0.511336713724668,-0.5102863717225423,0.11994693259506965,-0.26849122384566093,23.000667572021484,23.244667053222656,22.004667282104492,22.062000274658203,103284000.0,-0.938848596693431,-1.2301732552264135,-1.2319952954577134,-0.5771981117392807,-0.4950054878371931,240.91214006978163,242.47438064109195,236.11004898088163,237.61903381347656,176855100.0,-1.2269749914457329,-1.2946258507960928,-1.278263408085324,1.0185581033097035,-1.0692697933125581
2018-03-02,40.67273260257573,41.49654372291683,40.590350053929036,41.47536087036133,153816000.0,0.2928856108194358,-1.410665851563861,-1.3965934857747566,0.6288938144572396,0.2626929396086207,10977.400390625,11189.0,10850.099609375,11086.400390625,7620590080,0.3146346781904015,-0.815216461442929,-0.8118690959084431,1.7734449299967374,0.2816502126990048,871.7639770507812,876.3779907226562,852.4219970703125,856.85302734375,1894419968,-0.42586047214055234,-0.5114825934060347,-0.5124059115893022,0.1061892522373021,-0.3744879007339692,21.798667907714844,22.347999572753906,21.531333923339844,22.341333389282227,76392000.0,0.2528159307264589,-1.2306027701663582,-1.2321962862327995,-0.5720144329696878,-0.3102347744965054,235.93254734374779,239.41207629823157,235.06268542140867,238.84397888183594,139083200.0,0.3729042703035685,-1.3004052900681484,-1.280853996054965,1.0307005824988191,-0.8861376714559853
2018-03-05,41.23999653672775,41.83549415043722,41.07758744361929,41.61894989013672,113605600.0,0.11419432671833381,-1.4072327530639601,-1.3947422107294534,0.29160292960964673,0.3328154742142054,11532.400390625,11704.099609375,11443.900390625,11573.2998046875,6468539904,0.11124461885337102,-0.7946322755107477,-0.7972786033784519,1.2879266072078945,0.5141945320172129,866.8460083007812,869.9199829101562,853.52001953125,853.6840209960938,1898489984,-0.3676176127294703,-0.5094773533382759,-0.5171568243521002,-0.17160034095272975,-0.39342390528319515,22.159332275390625,22.516666412353516,21.952667236328125,22.22333335876465,57357000.0,-0.19246146025307287,-1.2309189036469768,-1.2324808453820955,-0.5842625729409935,-0.3844523771853448,237.64558705807474,242.22576876794818,237.5390485257271,241.6044158935547,97307400.0,0.892973551310926,-1.3019125911281324,-1.2804561097024583,0.9729741384575453,-0.4939314064859847
2018-03-06,41.875506925710575,41.95553344872215,41.4565403152002,41.583641052246094,95154000.0,-0.10892492779118579,-1.4030221301474046,-1.3931250804487687,0.14188396719891988,0.3060161731941514,11500.099609375,11500.099609375,10694.2998046875,10779.900390625,6832169984,-2.0061083514522156,-0.7916665777214299,-0.7966075064467124,1.2104008805075834,-0.031312939760173755,853.8170166015625,853.8170166015625,809.9310302734375,816.9509887695312,1943069952,-0.9949588635636606,-0.5138435650225746,-0.5217455363876111,-0.477851598224971,-0.6796505692402726,22.25,22.424667358398438,21.802000045776367,21.8799991607666,64285500.0,-0.4447826431084863,-1.2310687636853797,-1.2330371508420717,-0.6292747409590688,-0.5981480656894242,242.5896937710992,242.66960444901656,240.70791920378994,242.21690368652344,79213200.0,0.1600815217635127,-1.2977744440638632,-1.2794877754152498,0.5182623329481958,-0.409689469681796
2018-03-07,41.17644135026552,41.390633141156364,41.01874076764662,41.19762420654297,126814000.0,-0.5455193419717435,-1.4004608067133002,-1.3922942251425345,-0.06031183291660009,0.01216678723525017,10803.900390625,10929.5,9692.1201171875,9965.5703125,8797910016,-2.2065020392942656,-0.7921299831408365,-0.7995890499341004,1.278765752614262,-0.4913021908622639,816.27099609375,825.6069946289062,726.5469970703125,752.8309936523438,2175419904,-1.7883792263446183,-0.5213852238384103,-0.5309164922925312,-0.2854511981147318,-1.1055654971486786,21.695999145507812,22.166667938232422,21.44933319091797,22.15333366394043,75109500.0,0.24862592421442334,-1.231119527569974,-1.2333025572365353,-0.6193454650309935,-0.39586850185922967,240.0333911471729,242.4832363713007,239.83811107750452,242.12818908691406,87063500.0,-0.07559549317945341,-1.2960868137144417,-1.278699777533033,0.42125337998431467,-0.42313369140143153
2018-03-08,41.303545316618205,41.6895596245667,41.20704443328036,41.647193908691406,95096400.0,0.4998523443102344,-1.3968100226207516,-1.390806142204861,-0.18461899960933548,0.2671866415705878,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,7186089984,-1.6819921661043014,-0.7940656815458954,-0.8048010788518358,1.3901001924975689,-0.7690819317074941,752.5700073242188,773.7670288085938,696.1690063476562,704.5960083007812,1891640064,-1.4658143632101164,-0.5311986151709934,-0.5429898215018462,-0.1927544848397424,-1.3740720822372254,22.19066619873047,22.219999313354492,21.751333236694336,21.940000534057617,53493000.0,-0.3003663237695531,-1.2316028459137374,-1.2337283776397048,-0.69088027333532,-0.5357842451026896,242.8115454146974,243.42401321442023,241.80854474152903,243.2997589111328,66901200.0,0.34719935604727137,-1.2931138523361592,-1.2768231875810836,0.413333825608291,-0.24744783198350628
2018-03-09,41.88727768797565,42.367440432604226,41.75311240267017,42.36273193359375,128740800.0,0.824323780850904,-1.3916598732760859,-1.388287791386321,-0.40772138795771484,0.6267971398671547,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,8704190464,-0.21537791186638527,-0.7981617528065231,-0.8097699482602504,1.0785945554790337,-0.7963673629299701,702.197021484375,729.156005859375,648.1069946289062,728.916015625,2233019904,0.74021082238948,-0.5412407385648487,-0.5520095583045058,-0.1823380898320259,-1.1180334557974538,21.606666564941406,21.89933204650879,21.4913330078125,21.81133270263672,82602000.0,-0.20692537749291692,-1.231239901228031,-1.2342256396080855,-1.2801843439882867,-0.6207638848982445,244.71994603569013,247.53372192382812,244.40038470029953,247.53372192382812,113625300.0,1.367744625137173,-1.2832933455987938,-1.2709200170959452,-0.05574986319824811,0.31718654773988875
2018-03-12,42.4357053839704,42.929993717388314,42.416878567498394,42.77229309082031,128828400.0,0.43543060797810007,-1.3865400523865041,-1.3853384573682215,-0.41149360933490453,0.8109335901761254,9602.9296875,9937.5,8956.4296875,9205.1201171875,6457399808,-1.1583209129938394,-0.8109243752106474,-0.8233366762623967,1.1943225238645487,-0.7185379958173448,724.406005859375,742.5139770507812,683.2680053710938,699.8309936523438,1764999936,-0.7593465890958002,-0.5679883239517783,-0.5795988101257669,-0.08518879323352344,-1.1182112642295585,21.907333374023438,23.1473331451416,21.766666412353516,23.034000396728516,123960000.0,1.3297238678944658,-1.2301732569657664,-1.2336113009401508,-1.0687537105095821,0.22156936219054316,247.8267699050192,248.45698079785294,246.8325996932036,247.22315979003906,71924800.0,-0.14775755027925258,-1.2754238971745233,-1.2658875132674214,-0.0979203431439132,0.261299049745686
2018-03-13,42.977050990910776,43.19124275701398,42.188548169066856,42.36037063598633,126774000.0,-0.5635167207533766,-1.383048641030633,-1.38334470604234,-0.626584897304435,0.4745650057404375,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,5991139840,-0.07197013697481715,-0.8143752842751636,-0.8271691258438564,1.081330611243025,-0.72370449684939,698.1530151367188,713.7349853515625,682.3499755859375,690.8270263671875,1425959936,-0.3200251777151655,-0.5745060653351288,-0.5881135534633037,-0.14591612320956235,-1.1721450362664547,21.907333374023438,23.1473331451416,21.766666412353516,22.78933334350586,89487000.0,-0.32498783781522667,-1.2293795815324258,-1.2332684354019785,-1.0610227425676153,0.04697875781623772,248.39477189124574,248.9007282989377,245.0128983675969,245.6253662109375,91968900.0,-0.5708318036981157,-1.270162229010623,-1.2629212736580921,-0.12254185484568438,-0.027658961785370157
